year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2015,"Cobb County, GA",05000US13067,87880,708182,87880,4119,708182,974
2014,"Genesee County, MI",05000US26049,87828,413500,87828,2662,413500,485
2016,"Lucas County, OH",05000US39095,87717,424631,87717,2451,424631,606
2013,"Genesee County, MI",05000US26049,87532,416507,87532,2749,416507,558
2015,"Lake County, IN",05000US18089,87203,485813,87203,2911,485813,473
2016,"Guilford County, NC",05000US37081,87165,496567,87165,3274,496567,724
2013,"Guilford County, NC",05000US37081,87109,481397,87109,2700,481397,876
2013,"Worcester County, MA",05000US25027,87070,777214,87070,3396,777214,1089
2013,"Lake County, IN",05000US18089,87056,488360,87056,3468,488360,497
2014,"Guilford County, NC",05000US37081,86968,486453,86968,2598,486453,1145
2015,"Guilford County, NC",05000US37081,86808,492038,86808,3508,492038,632
2014,"Volusia County, FL",05000US12127,85906,488045,85906,3398,488045,1051
2015,"Volusia County, FL",05000US12127,85881,493575,85881,3545,493575,1076
2014,"St. Louis city, MO",05000US29510,85714,308873,85714,2683,308873,846
2015,"Genesee County, MI",05000US26049,85696,410451,85696,2623,410451,487
2014,"Ramsey County, MN",05000US27123,85504,507466,85504,2847,507466,1008
2015,"Essex County, MA",05000US25009,85417,747718,85417,3493,747718,1198
2016,"Genesee County, MI",05000US26049,85283,407808,85283,2697,407808,590
2015,"East Baton Rouge Parish, LA",05000US22033,85254,434995,85254,3328,434995,565
2016,"East Baton Rouge Parish, LA",05000US22033,85171,435669,85171,3519,435669,538
2013,"Ramsey County, MN",05000US27123,84942,501548,84942,2885,501548,633
2016,"Lake County, IN",05000US18089,84905,483288,84905,3121,483288,545
2013,"St. Louis city, MO",05000US29510,84785,309236,84785,2953,309236,779
2016,"Essex County, MA",05000US25009,84757,752929,84757,3301,752929,1045
2016,"Prince George's County, MD",05000US24033,84744,877560,84744,2987,877560,933
2015,"Ramsey County, MN",05000US27123,84589,513815,84589,2802,513815,728
2016,"Webb County, TX",05000US48479,84134,262159,84134,3043,262159,666
2014,"Prince George's County, MD",05000US24033,84091,862881,84091,3206,862881,1294
2015,"Prince George's County, MD",05000US24033,84018,871724,84018,3160,871724,1312
2016,"Passaic County, NJ",05000US34031,83738,498951,83738,3644,498951,520
2014,"East Baton Rouge Parish, LA",05000US22033,83726,433449,83726,3567,433449,782
2016,"Volusia County, FL",05000US12127,83660,500851,83660,3637,500851,1055
2014,"Nassau County, NY",05000US36059,83615,1330300,83615,3914,1330300,1295
2014,"Essex County, MA",05000US25009,83516,741324,83516,2841,741324,1208
2014,"Fairfield County, CT",05000US09001,83497,916013,83497,2713,916013,1064
2016,"Cobb County, GA",05000US13067,83479,717350,83479,3861,717350,886
2015,"St. Louis city, MO",05000US29510,83416,308054,83416,2646,308054,656
2015,"Passaic County, NJ",05000US34031,83203,499431,83203,3109,499431,644
2013,"Fairfield County, CT",05000US09001,82958,908123,82958,2941,908123,945
2015,"Fairfield County, CT",05000US09001,82743,921988,82743,3167,921988,922
2013,"East Baton Rouge Parish, LA",05000US22033,82697,431121,82697,3865,431121,695
2013,"Essex County, MA",05000US25009,82656,734837,82656,2743,734837,1108
2015,"Webb County, TX",05000US48479,82307,259182,82307,3083,259182,647
2016,"Ramsey County, MN",05000US27123,82252,517710,82252,2929,517710,618
2015,"Nassau County, NY",05000US36059,82146,1334970,82146,3312,1334970,1451
2016,"St. Louis city, MO",05000US29510,81916,306572,81916,2258,306572,748
2013,"Summit County, OH",05000US39153,81846,533033,81846,2992,533033,846
2014,"Webb County, TX",05000US48479,81776,255549,81776,2982,255549,595
2014,"Passaic County, NJ",05000US34031,81751,497282,81751,3217,497282,643
2016,"Fairfield County, CT",05000US09001,81553,923385,81553,3148,923385,930
2013,"Volusia County, FL",05000US12127,81484,484717,81484,3200,484717,1036
2013,"Ponce Municipio, PR",05000US72113,81201,159480,81201,1786,159480,487
2013,"Passaic County, NJ",05000US34031,80715,494544,80715,3813,494544,663
2014,"Ponce Municipio, PR",05000US72113,80561,156582,80561,1948,156582,486
2014,"Mobile County, AL",05000US01097,80412,404297,80412,3396,404297,694
2016,"Nassau County, NY",05000US36059,80282,1336990,80282,3033,1336990,881
2013,"Prince George's County, MD",05000US24033,80142,851946,80142,3477,851946,1059
2016,"Hampden County, MA",05000US25013,80119,453966,80119,2856,453966,874
2014,"Hampden County, MA",05000US25013,79997,452084,79997,2908,452084,838
2013,"Mobile County, AL",05000US01097,79994,404071,79994,3234,404071,669
2013,"Hampden County, MA",05000US25013,79855,450622,79855,2804,450622,879
2015,"Ponce Municipio, PR",05000US72113,79360,153100,79360,1770,153100,509
2015,"Hampden County, MA",05000US25013,79308,454023,79308,2798,454023,700
2013,"Nassau County, NY",05000US36059,79070,1322930,79070,4030,1322930,1036
2013,"Webb County, TX",05000US48479,78784,251266,78784,3334,251266,601
2015,"Summit County, OH",05000US39153,78658,533011,78658,2913,533011,726
2016,"Mobile County, AL",05000US01097,78633,403782,78633,2877,403782,805
2014,"Summit County, OH",05000US39153,78494,532863,78494,2264,532863,855
2014,"El Paso County, CO",05000US08041,78493,627174,78493,2940,627174,881
2015,"Mobile County, AL",05000US01097,77917,404329,77917,2993,404329,648
2016,"Brevard County, FL",05000US12009,77357,554061,77357,3618,554061,640
2015,"Douglas County, NE",05000US31055,76738,525754,76738,2961,525754,611
2016,"Ponce Municipio, PR",05000US72113,76635,149486,76635,2279,149486,403
2013,"El Paso County, CO",05000US08041,76520,615640,76520,3175,615640,722
2015,"Brevard County, FL",05000US12009,76460,546775,76460,3817,546775,631
2014,"Douglas County, NE",05000US31055,76173,519190,76173,2534,519190,670
2014,"Brevard County, FL",05000US12009,76083,541773,76083,3495,541773,615
2016,"Summit County, OH",05000US39153,75894,532511,75894,2531,532511,849
2013,"Sedgwick County, KS",05000US20173,75714,494150,75714,3359,494150,546
2016,"Sedgwick County, KS",05000US20173,75476,501510,75476,3123,501510,551
2015,"Baltimore County, MD",05000US24005,75464,802202,75464,2983,802202,1086
2016,"Douglas County, NE",05000US31055,75422,531292,75422,2910,531292,512
2015,"Sedgwick County, KS",05000US20173,75400,499569,75400,3048,499569,537
2014,"Sedgwick County, KS",05000US20173,75287,497063,75287,3014,497063,634
2015,"El Paso County, CO",05000US08041,75033,637278,75033,3493,637278,797
2016,"Baltimore County, MD",05000US24005,74876,805098,74876,2913,805098,977
2014,"Snohomish County, WA",05000US53061,74849,725195,74849,3483,725195,944
2015,"Snohomish County, WA",05000US53061,74826,736151,74826,3000,736151,900
2015,"Spokane County, WA",05000US53063,74110,465753,74110,2797,465753,913
2013,"Snohomish County, WA",05000US53061,74004,714878,74004,3140,714878,951
2016,"Spokane County, WA",05000US53063,73462,470883,73462,3560,470883,851
2013,"Douglas County, NE",05000US31055,73268,513120,73268,3002,513120,663
2016,"El Paso County, CO",05000US08041,73012,647099,73012,2889,647099,644
2014,"Utah County, UT",05000US49049,72693,527939,72693,2773,527939,844
2014,"Jefferson Parish, LA",05000US22051,72648,431302,72648,3303,431302,493
2013,"Brevard County, FL",05000US12009,72534,538138,72534,3022,538138,615
2013,"Utah County, UT",05000US49049,72409,517199,72409,3014,517199,890
2015,"Jefferson Parish, LA",05000US22051,72319,431581,72319,3383,431581,442
2014,"Baltimore County, MD",05000US24005,72175,796913,72175,2911,796913,1369
2015,"Greenville County, SC",05000US45045,72169,462771,72169,2750,462771,864
2014,"Spokane County, WA",05000US53063,72163,462156,72163,2793,462156,987
2014,"Greenville County, SC",05000US45045,71934,455195,71934,3287,455195,1109
2016,"Middlesex County, NJ",05000US34023,71749,803009,71749,3364,803009,1319
2015,"Utah County, UT",05000US49049,71110,538304,71110,2845,538304,1094
2015,"Middlesex County, NJ",05000US34023,70908,802875,70908,3041,802875,1400
2013,"Jefferson Parish, LA",05000US22051,70905,430271,70905,2826,430271,401
2014,"Lane County, OR",05000US41039,70817,347686,70817,2390,347686,895
2013,"Bayamí_n Municipio, PR",05000US72021,70734,199579,70734,2056,199579,465
2016,"Knox County, TN",05000US47093,70612,436216,70612,2622,436216,623
2013,"Greenville County, SC",05000US45045,70589,447819,70589,2873,447819,900
2013,"Spokane County, WA",05000US53063,70574,459325,70574,2514,459325,798
2013,"Baltimore County, MD",05000US24005,70456,792137,70456,3179,792137,1073
2015,"Lane County, OR",05000US41039,70308,349874,70308,2197,349874,610
2013,"Arapahoe County, CO",05000US08005,69949,580235,69949,3024,580235,604
2014,"Monterey County, CA",05000US06053,69898,406132,69898,2908,406132,2272
2016,"Montgomery County, MD",05000US24031,69889,1018400,69889,3153,1018400,751
2016,"Snohomish County, WA",05000US53061,69695,748365,69695,2950,748365,776
2016,"Lane County, OR",05000US41039,69588,352773,69588,2823,352773,603
2015,"Onondaga County, NY",05000US36067,69487,449899,69487,2318,449899,803
2015,"Monterey County, CA",05000US06053,69475,408804,69475,3102,408804,4600
2016,"Pulaski County, AR",05000US05119,69467,386191,69467,3319,386191,511
2016,"Jefferson Parish, LA",05000US22051,69402,431453,69402,2804,431453,508
2014,"Bayamí_n Municipio, PR",05000US72021,69323,195909,69323,2168,195909,513
2016,"Forsyth County, NC",05000US37067,69253,354719,69253,2715,354719,928
2013,"Lane County, OR",05000US41039,69183,346021,69183,2770,346021,639
2016,"Bergen County, NJ",05000US34003,69119,919364,69119,3003,919364,805
2015,"Forsyth County, NC",05000US37067,69100,351667,69100,2887,351667,584
2015,"Knox County, TN",05000US47093,69061,432341,69061,2980,432341,725
2016,"Utah County, UT",05000US49049,69019,550083,69019,2752,550083,915
2014,"Arapahoe County, CO",05000US08005,68985,591806,68985,2869,591806,621
2014,"Santa Barbara County, CA",05000US06083,68953,414198,68953,3136,414198,938
2014,"Montgomery County, MD",05000US24031,68558,996649,68558,2991,996649,640
2014,"Onondaga County, NY",05000US36067,68554,449970,68554,2108,449970,1147
2016,"Onondaga County, NY",05000US36067,68285,449650,68285,2321,449650,1015
2015,"Bayamí_n Municipio, PR",05000US72021,68252,191878,68252,2193,191878,504
2013,"Monterey County, CA",05000US06053,68185,401700,68185,3025,401700,1567
2014,"Middlesex County, NJ",05000US34023,68181,798342,68181,2910,798342,1285
2014,"Bergen County, NJ",05000US34003,68104,910008,68104,2896,910008,819
2015,"Santa Barbara County, CA",05000US06083,68017,417866,68017,3284,417866,651
2015,"Bristol County, MA",05000US25005,68016,536309,68016,2854,536309,1108
2015,"Bergen County, NJ",05000US34003,67959,915596,67959,3080,915596,725
2015,"DuPage County, IL",05000US17043,67941,917563,67941,3222,917563,736
2015,"Pulaski County, AR",05000US05119,67908,385137,67908,2790,385137,479
2015,"Montgomery County, MD",05000US24031,67820,1009550,67820,3308,1009550,797
2014,"Bristol County, MA",05000US25005,67782,535181,67782,2738,535181,1218
2015,"Arapahoe County, CO",05000US08005,67679,602926,67679,2941,602926,789
2013,"Middlesex County, NJ",05000US34023,67441,792898,67441,2816,792898,1062
2015,"Merced County, CA",05000US06047,67417,257980,67417,3162,257980,594
2016,"Bristol County, MA",05000US25005,67338,538921,67338,2740,538921,659
2016,"Fairfax County, VA",05000US51059,67306,1123110,67306,3328,1123110,711
2016,"Greenville County, SC",05000US45045,67067,469962,67067,2951,469962,962
2016,"Camden County, NJ",05000US34007,66882,504177,66882,2768,504177,579
2016,"Santa Barbara County, CA",05000US06083,66880,420739,66880,3260,420739,743
2015,"Camden County, NJ",05000US34007,66802,505061,66802,2548,505061,635
2015,"Fairfax County, VA",05000US51059,66762,1119460,66762,3126,1119460,821
2013,"Onondaga County, NY",05000US36067,66530,449963,66530,2158,449963,856
2013,"Bristol County, MA",05000US25005,66529,534527,66529,2801,534527,956
2014,"Washoe County, NV",05000US32031,66511,424089,66511,2918,424089,699
2014,"Pasco County, FL",05000US12101,66435,465057,66435,2859,465057,684
2014,"Forsyth County, NC",05000US37067,66425,348176,66425,2847,348176,725
2016,"Monterey County, CA",05000US06053,66289,411820,66289,3189,411820,880
2014,"Fairfax County, VA",05000US51059,66251,1107690,66251,3676,1107690,780
2014,"Camden County, NJ",05000US34007,66176,505676,66176,2920,505676,718
2015,"Pasco County, FL",05000US12101,66144,471467,66144,2673,471467,532
2016,"Bayamí_n Municipio, PR",05000US72021,66051,187293,66051,2092,187293,519
2013,"Montgomery County, MD",05000US24031,66004,981082,66004,3121,981082,606
2013,"Camden County, NJ",05000US34007,65804,506766,65804,2292,506766,594
2015,"Clayton County, GA",05000US13063,65787,262114,65787,3082,262114,673
2013,"Santa Barbara County, CA",05000US06083,65740,410047,65740,2833,410047,908
2015,"Lake County, IL",05000US17097,65728,685586,65728,3103,685586,773
2014,"Knox County, TN",05000US47093,65635,428592,65635,2232,428592,1115
2014,"Merced County, CA",05000US06047,65552,256250,65552,2929,256250,670
2014,"Collin County, TX",05000US48085,65433,832614,65433,4027,832614,658
2016,"Arapahoe County, CO",05000US08005,65383,611958,65383,2433,611958,959
2014,"DuPage County, IL",05000US17043,65317,913575,65317,2998,913575,935
2013,"Pulaski County, AR",05000US05119,65283,380137,65283,3276,380137,640
2015,"Washoe County, NV",05000US32031,65248,429243,65248,2493,429243,821
2013,"Bergen County, NJ",05000US34003,65215,902544,65215,3503,902544,864
2016,"Pasco County, FL",05000US12101,65101,480261,65101,2705,480261,557
2016,"Washoe County, NV",05000US32031,65024,434524,65024,3007,434524,412
2014,"Dane County, WI",05000US55025,64918,488788,64918,2381,488788,1029
2015,"Washington County, OR",05000US41067,64861,550147,64861,3446,550147,499
2015,"Collin County, TX",05000US48085,64824,857655,64824,3781,857655,565
2014,"Pulaski County, AR",05000US05119,64811,383099,64811,2795,383099,646
2015,"Ocean County, NJ",05000US34029,64795,575934,64795,3446,575934,621
2016,"Ocean County, NJ",05000US34029,64770,578805,64770,3361,578805,715
2016,"DuPage County, IL",05000US17043,64677,917734,64677,2452,917734,712
2016,"Denton County, TX",05000US48121,64613,741132,64613,3497,741132,717
2014,"Adams County, CO",05000US08001,64599,456829,64599,3429,456829,810
2013,"Merced County, CA",05000US06047,64490,253641,64490,3045,253641,708
2014,"Lake County, IL",05000US17097,64432,685551,64432,2952,685551,868
2016,"Clayton County, GA",05000US13063,64326,264924,64326,3513,264924,717
2014,"Clayton County, GA",05000US13063,64277,259038,64277,3487,259038,692
2013,"Fairfax County, VA",05000US51059,64274,1091940,64274,3577,1091940,724
2015,"Adams County, CO",05000US08001,64241,466690,64241,3283,466690,541
2015,"Dane County, WI",05000US55025,64062,496007,64062,2266,496007,736
2013,"Forsyth County, NC",05000US37067,64022,344697,64022,2943,344697,579
2014,"Washington County, OR",05000US41067,64022,541437,64022,3190,541437,784
2013,"Pasco County, FL",05000US12101,64002,461264,64002,3028,461264,543
2014,"Charleston County, SC",05000US45019,63899,353845,63899,3144,353845,1286
2014,"Ocean County, NJ",05000US34029,63748,573967,63748,3033,573967,621
2016,"Dane County, WI",05000US55025,63673,502627,63673,2230,502627,691
2013,"Adams County, CO",05000US08001,63540,447014,63540,3279,447014,652
2014,"Leon County, FL",05000US12073,63535,267754,63535,2305,267754,1129
2013,"Washoe County, NV",05000US32031,63298,419433,63298,2579,419433,746
2015,"Denton County, TX",05000US48121,63220,719124,63220,3743,719124,691
2015,"Pinal County, AZ",05000US04021,63201,365192,63201,3277,365192,1716
2013,"Charleston County, SC",05000US45019,63064,347206,63064,2586,347206,1195
2013,"Collin County, TX",05000US48085,62986,807334,62986,4223,807334,437
2013,"DuPage County, IL",05000US17043,62913,909861,62913,3040,909861,823
2014,"Richland County, SC",05000US45079,62675,363474,62675,2402,363474,1127
2016,"Merced County, CA",05000US06047,62661,258684,62661,3077,258684,768
2016,"Collin County, TX",05000US48085,62651,882340,62651,3233,882340,587
